GEOID,pov_population,pov_population_se,pov_rate,pov_rate_se,pov_asian_rate1,pov_black_rate1,pov_latino_rate1,pov_white_rate1,pov_asian_rate2,pov_asian_rate2_se,pov_black_rate2,pov_black_rate2_se,pov_latino_rate2,pov_latino_rate2_se,pov_white_rate2,pov_white_rate2_se,median_income,median_income_se,per_capita_income,per_capita_income_se
48005000301,5467,396.3525835866261,0.13846716663618072,0.03633377214844685,NA,0.44701348747591524,0.07112970711297072,0.11876299376299376,0,0.01412175734706665,0.04243643680263399,0.028634683517679175,0.01243826595939272,0.005936426935561121,0.08359246387415402,0.02644605166007608,51369,3203.0395136778116,22196,2247.41641337386
48005000302,4176,294.8328267477204,0.06417624521072797,0.03273241274990996,NA,0,0.3181818181818182,0.03898354028299163,0,0.01848746346178481,0,0.01848746346178481,0.031848659003831416,0.0275668563561188,0.032327586206896554,0.0198121358011053,50639,8790.881458966565,25343,2163.5258358662613
48005000400,5284,292.4012158054711,0.2795230885692657,0.06004957532089767,NA,0.4477925718290119,0.3803863298662704,0.1389114541023558,0,0.014610834106058549,0.12093111279333837,0.039706101625335645,0.09689629068887207,0.03700346257180065,0.06472369417108251,0.02911725924758761,26534,1432.2188449848024,15553,1356.838905775076
48005000500,4035,355.6231003039514,0.36654275092936806,0.07842726417714392,1,0.285823754789272,0.65625,0.17913832199546487,0.0024783147459727386,0.0025518453343245143,0.1848822800495663,0.043125476101092554,0.15613382899628253,0.0780419043037947,0.019578686493184633,0.008104496918996744,25879,2170.2127659574467,14393,1914.2857142857142
48005000600,5823,373.25227963525833,0.26378155589902114,0.04594994747931034,NA,0.2643348623853211,0.288,0.21898263027295287,0,0.01325839728944073,0.07916881332646403,0.027514279298900428,0.11746522411128284,0.04075585613257894,0.0606216726773141,0.02517469400873052,35153,2483.8905775075987,12267,1031.0030395136778
48005000700,3275,269.30091185410333,0.2534351145038168,0.07106960994305629,NA,0.25691056910569104,0.31315626930203827,0.16019417475728157,0,0.02357363279890485,0.048244274809160305,0.02530638506969218,0.1548091603053435,0.06597728931012027,0.050381679389312976,0.016758088130438064,29250,3524.6200607902733,15039,1570.820668693009
48005000800,6021,400,0.12489619664507556,0.04096717428011665,NA,0.13955555555555554,0.2656688493919551,0.0776876798325922,0,0.01282239618276256,0.026075402757017106,0.016873219444918302,0.04716824447766152,0.03073558137859495,0.04932735426008968,0.019413288441063135,44792,6284.498480243161,21404,1410.3343465045593
48005000901,6389,288.14589665653494,0.0749726091720144,0.038672985815546373,0,0.2928377153218495,0.02030456852791878,0.03069707951396291,0,0.012083839007108056,0.05055564251056503,0.03703773672773658,0.0018782282047268744,0.0022819884519473107,0.022538738456722492,0.0074476694422083356,48087,3464.437689969605,27321,1833.434650455927
48005000902,2975,229.7872340425532,0.07630252100840336,0.02694857825652121,0,0.0647887323943662,0,0.08919301557338367,0,0.025950805854256596,0.00773109243697479,0.005895610405806088,0,0.025950805854256596,0.06352941176470588,0.02610666543442048,57542,8669.908814589666,52267,9453.495440729483
48005001001,3761,358.6626139817629,0.25312416910396174,0.07186004966495729,NA,0.5139372822299652,0.2008626001232286,0.21507472384665366,0,0.020527425529490398,0.07843658601435788,0.045617933615383216,0.08667907471417176,0.04433162911181806,0.08800850837543206,0.03936186422255367,33948,4163.525835866261,9914,1013.3738601823708
48005001002,3703,336.17021276595744,0.08992708614636781,0.02925267921090923,NA,0.4842105263157895,0.10232067510548523,0.055378486055776895,0,0.020848946102191027,0.024844720496894408,0.0157634549988582,0.02619497704563867,0.01790087469023859,0.03753713205509047,0.01319267621319552,39036,3223.1003039513676,18236,1696.048632218845
48005001100,5911,389.6656534954407,0.13872441211300965,0.03021925321514332,1,0.444015444015444,0.0990990990990991,0.11150674662668665,0.007612925054982236,0.006872155068991819,0.019455252918287938,0.014030944666766616,0.0018609372356623245,0.001950155045472296,0.10065978683809847,0.025796445961140956,41406,1727.659574468085,20367,1223.70820668693
48005001200,2693,220.06079027355622,0.20608986260675827,0.05291541920331218,1,0,0,0.1977142857142857,0.013367991088005942,0.013046944469038806,0,0.02866826862844908,0,0.02866826862844908,0.1927218715187523,0.05136477017366786,39922,5038.297872340426,18202,1503.3434650455927
48005001300,5164,367.1732522796353,0.18493415956622772,0.04961267518720426,NA,0.2084942084942085,0,0.1828665568369028,0,0.014950357749111808,0.010457010069713401,0.006668682045994465,0,0.014950357749111808,0.17195972114639815,0.04754191001000121,40013,3446.2006079027356,19116,1867.4772036474164
