GEOID,hh_pop,api,black,latino,white,pov_population,pov_rate,pov_asian_rate1,pov_black_rate1,pov_latino_rate1,pov_white_rate1,pov_asian_rate2,pov_black_rate2,pov_latino_rate2,pov_white_rate2,median_income,per_capita_income,nativity
48001950100,4390,0,0.10182232346241459,0.025968109339407745,0.8601366742596811,4368,0.1433150183150183,1,0.2702702702702703,0.5252525252525253,0.11717495987158909,2.2893772893772894e-4,0.02976190476190476,0.011904761904761904,0.10027472527472528,49110.249110320285,24441.981020166073,0.011527377521613832
48001950200,3367,0.003564003564003564,0.09711909711909712,0.02762102762102762,0.8663498663498663,3371,0.15099377039454168,0,0.2849002849002849,0.4186046511627907,0.13326410522672205,0,0.029664787896766538,0.005339661821417977,0.11420943340255117,50610.8896797153,24296.085409252668,0.013663806800127106
48001950300,738,0.009485094850948509,0.13956639566395665,0.023035230352303523,0.8170731707317073,742,0.15768194070080863,NA,0.3230769230769231,0,0.1458966565349544,0,0.02830188679245283,0,0.1293800539083558,59363.13760379596,29146.370106761566,0
48001950400,437,0,0.14187643020594964,0.05263157894736842,0.7894736842105263,391,0.0076726342710997444,NA,0.07317073170731707,0,0,0,0.0076726342710997444,0,0,68853.79596678528,12024.478054567022,0
48001950500,3904,0.005379098360655738,0.21618852459016394,0.22925204918032788,0.538422131147541,3899,0.2516029751218261,0,0.49696233292831105,0.3741935483870968,0.10969637610186092,0,0.10489869197230059,0.08925365478327776,0.05745062836624776,36272.92408066429,20997.058125741398,0.14285714285714285
48001950600,6120,0.003594771241830065,0.272875816993464,0.13839869281045752,0.5761437908496732,6094,0.1849360026255333,0,0.4056771141336487,0.20214030915576695,0.07670534956127936,0,0.1125697407285855,0.02789629143419757,0.044469970462750245,48812.50296559905,20523.64175563464,0.059037396121883655
48001950700,2222,0.012151215121512151,0.48334833483348333,0.20477047704770476,0.29162916291629165,2252,0.3006216696269982,NA,0.41364421416234887,0.3588516746411483,0.13024602026049203,0,0.21269982238010657,0.06660746003552398,0.039964476021314387,32222.08778173191,22354.780545670226,0.0896139705882353
48001950800,4880,0.010860655737704918,0.12807377049180327,0.07684426229508197,0.7770491803278688,4892,0.16659852820932133,0,0.743879472693032,0.0731070496083551,0.09485956544780075,0,0.08074407195421096,0.005723630417007359,0.0731807031888798,47180.854092526686,25557.040332147095,0.055628847845206685
48001950900,8718,0.0024088093599449415,0.10747877953659096,0.05310851112640514,0.8274833677448956,8687,0.11453896627144008,0,0.2339304531085353,0.250501002004008,0.08826815642458101,0,0.02555542765051226,0.01438931737078393,0.07275238862668355,52776.99288256228,25781.838671411624,0.03655384615384615
48001951000,5705,3.5056967572304995e-4,0.05030674846625767,0.02068361086765995,0.9176161262050833,5705,0.14092900964066607,0.08,0.4157303370786517,0.4236111111111111,0.11998464196582838,3.5056967572304995e-4,0.019456617002629274,0.010692375109553023,0.10955302366345311,46854.82206405694,22729.940688018978,0.009407858328721638
