GEOID,pov_population,pov_population_se,pov_rate,pov_rate_se,pov_asian_rate1,pov_black_rate1,pov_latino_rate1,pov_white_rate1,pov_asian_rate2,pov_asian_rate2_se,pov_black_rate2,pov_black_rate2_se,pov_latino_rate2,pov_latino_rate2_se,pov_white_rate2,pov_white_rate2_se,median_income,median_income_se,per_capita_income,per_capita_income_se,nativity,nativity_se,pop,api,black,latino,white
48061013308,3536,189.66565349544072,0.47850678733031676,0.06082291428409331,NA,NA,0.4825214899713467,0.17391304347826086,0,0.0024068547222489654,0,0.0024068547222489654,0.4762443438914027,0.06087398139433581,0.0022624434389140274,0.0020594460045577105,27972,2354.4072948328267,9376,779.9392097264438,0.37588052972668357,0.03206296610276284,3549,0,0,0.9870386024232178,0.012961397576782193
48061013801,2218,175.68389057750758,0.7290351668169522,0.055805622094088334,NA,NA,0.7414746543778802,0.16666666666666666,0,0.0038370776816376647,0,0.0038370776816376647,0.7254283137962128,0.05609973979853136,0.0036068530207394047,0.0030012798468185197,17355,1473.5562310030396,8039,958.0547112462006,0.35417523652817773,0.05004465421792354,2431,0,0.03208556149732621,0.9308926367749897,0.03331962155491567
48061013903,3978,289.9696048632219,0.4356460532931121,0.0563033439376934,NA,NA,0.4356460532931121,NA,0,0.0021394264197768576,0,0.0021394264197768576,0.4356460532931121,0.0563033439376934,0,0.0021394264197768576,24472,2874.772036474164,9959,922.7963525835867,0.28079436902966315,0.03520033566979926,3978,0,0,1,0
48061010602,1515,117.32522796352583,0.1551155115511551,0.06592423502408892,0,0,0.18670309653916212,0.08086253369272237,0,0.005617583034899234,0,0.005617583034899234,0.1353135313531353,0.06374664975763467,0.019801980198019802,0.011534931971100811,69632,10735.562310030395,30022,3275.987841945289,0.047650130548302874,0.014665046875603396,1532,0.008485639686684074,0.010443864229765013,0.716710182767624,0.24738903394255873
48061011200,1666,140.4255319148936,0.38055222088835533,0.06797911775963486,NA,NA,0.4273801250868659,0.08370044052863436,0,0.005108426349263109,0,0.005108426349263109,0.36914765906362546,0.06762194835931665,0.011404561824729893,0.00980495579190925,26619,2880.243161094225,12411,1303.3434650455927,0.16506602641056423,0.024831875777086045,1666,0,0,0.8637454981992797,0.1362545018007203
48061011400,6387,511.2462006079027,0.18866447471426334,0.06811149889295773,NA,0,0.1935483870967742,0.16589327146171692,0,0.0018083845272716284,0,0.0018083845272716284,0.16627524659464538,0.06567025491267546,0.022389228119617972,0.014067848349464968,41421,5993.313069908814,19781,1590.8814589665653,0.15093157977141067,0.031801673851237076,6387,0,0.005949585094723657,0.8590887740723344,0.1349616408329419
48061011902,5257,429.1793313069909,0.2288377401559825,0.05593745457705572,NA,NA,0.2526917161063503,0.07658959537572255,0,0.0021970994817736146,0,0.0021970994817736146,0.21875594445501237,0.05572011996642867,0.010081795700970135,0.005489202581427034,41858,7962.917933130699,19913,1831.61094224924,0.2278866273540042,0.028824100141076718,5257,0,0,0.865702872360662,0.13163401179379874
48029110900,1669,139.209726443769,0.1378070701018574,0.03723920474052126,0.40540540540540543,0.15217391304347827,0.18313953488372092,0.09457900807381776,0.008987417615338526,0.007245960887783971,0.004194128220491312,0.005087230081893997,0.07549430796884361,0.025457473591074278,0.04913121629718394,0.02257770705466908,83696,5354.407294832827,73868,9666.261398176292,0.1731575793888556,0.03874280554419653,1669,0.022168963451168363,0.02756141402037148,0.4122228879568604,0.5194727381665668
48029111000,2823,220.06079027355622,0.2575274530641162,0.046452482670297945,0,0.6903225806451613,0.229594523433386,0.2181500872600349,0,0.003014749662724881,0.03790294013460857,0.018718095607428285,0.15444562522139568,0.03707035733293513,0.044279135671271695,0.016437975321545176,42143,5879.0273556231,25447,2485.714285714286,0.20318860244233378,0.03371845859778473,2948,0.02103120759837178,0.05800542740841248,0.6726594301221167,0.20352781546811397
48135001100,7968,697.2644376899696,0.1976656626506024,0.06991258445981303,NA,0.11088295687885011,0.2072791833111407,0.14980793854033292,0,0.0014495672660245844,0.00677710843373494,0.00507711243120692,0.17582831325301204,0.0691077923354619,0.014683734939759037,0.011371585403584792,48404,10500.303951367781,18537,1643.161094224924,0.13603936039360393,0.02266776212826042,8130,0,0.061254612546125464,0.8389913899138991,0.1070110701107011
48135002801,5203,316.7173252279635,0.11320392081491447,0.03353250424836311,1,NA,0.10076089462762278,0.13473423980222496,0.008264462809917356,0.008865347113023381,0,0.0022199023593472787,0.08399000576590429,0.03325837009121982,0.020949452239092833,0.009023619349001168,60115,5199.392097264437,21104,1967.1732522796353,0.24447434172592736,0.03534699091146056,5203,0.008264462809917356,0,0.8335575629444552,0.15548721891216605
48135003000,12357,510.63829787234044,0.09759650400582666,0.038159573842438975,0,0,0.1365051903114187,0.07283842794759825,0,0.0010330952048886064,0,0.0010330952048886064,0.06385044913814032,0.03339773645747398,0.03374605486768633,0.015334761244656664,96054,12460.182370820668,42886,4012.7659574468084,0.12124471763349981,0.03120248397646596,13015,0.0311179408374952,0.03626584709950058,0.457011140991164,0.4679984633115636
48135000400,5826,337.9939209726444,0.0854788877445932,0.05308819774303905,0,0.07614213197969544,0.1361592806679512,0.019147084421235857,0,0.0019825183617720376,0.005149330587023687,0.004790475616683835,0.07277720562993477,0.05304720637486304,0.007552351527634741,0.003520504152613239,89853,11981.155015197568,26706,2305.775075987842,0.08839684174390662,0.027230866169106797,5826,0.0034328870580157913,0.06762787504291108,0.5345005149330587,0.3944387229660144
48135000500,5050,324.0121580547112,0.06277227722772277,0.03115912587762084,0,0.03717472118959108,0.08991150442477876,0.027061044682190057,0,0.002287158807066117,0.0039603960396039604,0.004084914907209415,0.0502970297029703,0.030525973895363653,0.008514851485148515,0.005873107418867884,62390,4842.553191489362,27953,3524.6200607902733,0.1500690199171761,0.04705272456670945,5071,0.0023663971603234074,0.10609347268783277,0.5570893314928022,0.3174916190100572
48135001800,3531,431.6109422492401,0.27187765505522515,0.07245268749309497,NA,0.3799227799227799,0.1782477341389728,0.3174311926605505,0,0.0024102628994257546,0.1393372982158029,0.07115879179078592,0.08354573775134523,0.037008920657023894,0.048994619088077035,0.02653408038800865,39442,4175.683890577508,17204,1731.9148936170213,0.08130762782900251,0.023023481503602485,3579,0,0.37077395920648226,0.46689019279128247,0.1522771723945236
48135001900,5882,328.8753799392097,0.1638898333900034,0.0461226325702221,0,0.04276315789473684,0.1832016952417646,0,0,0.0019636436544855306,0.0022101326079564773,0.0026842483829735424,0.1616797007820469,0.046252321108151806,0,0.0019636436544855306,42288,4593.920972644377,22471,2764.7416413373858,0.21217273036382184,0.03979266803267433,5882,0.0032301938116286975,0.05168310098605916,0.8825229513770826,0.06256375382522951
48135002000,4104,326.4437689969605,0.20151072124756336,0.054265796195938625,0,0.10038610038610038,0.22493305563820293,0.08796296296296297,0,0.0020737422753100243,0.012670565302144249,0.008531896612712742,0.18421052631578946,0.0540397748157151,0.004629629629629629,0.0030887384021241362,44461,5585.410334346505,20566,1968.3890577507598,0.1942007797270955,0.03312940905392783,4104,0.02753411306042885,0.12621832358674465,0.8189571150097466,0.05263157894736842
48135002900,3441,336.17021276595744,0.05318221447253706,0.029759492170955967,0,0.013333333333333334,0.10283687943262411,0.04148471615720524,0,0.002473303777353194,2.906131938390003e-4,0.001589727491264771,0.025283347863993024,0.019631647371051972,0.027608253414705027,0.0210274667853923,99861,8717.933130699088,67152,15787.234042553191,0.11136890951276102,0.03469140621839073,3448,0.058004640371229696,0.021751740139211138,0.24535962877030162,0.6661832946635731
48135002802,8952,545.8966565349544,0.18074173369079535,0.04888830020494454,1,0.15254237288135594,0.1643350750042137,0.23347030257751214,0.009606791778373548,0.009080649818198028,0.0020107238605898124,0.001897436086509942,0.1089142091152815,0.030105840610030157,0.06981680071492403,0.03553279568822098,55349,11989.66565349544,22553,2109.422492401216,0.1551743344101593,0.02675901845260104,8977,0.009580037874568341,0.013144703130221678,0.6636961122869556,0.2982065277932494
