GEOID,Age,Race,pop
48439102800,75-79,API,0
48439102800,75-79,BLACK,5
48439102800,75-79,LATINO,1
48439102800,75-79,WHITE,28
48439102800,80-84,API,0
48439102800,80-84,BLACK,1
48439102800,80-84,LATINO,2
48439102800,80-84,WHITE,21
48439102900,50-54,API,2
48439102900,50-54,BLACK,17
48439102900,50-54,LATINO,7
48439102900,50-54,WHITE,57
48439102900,55-59,API,0
48439102900,55-59,BLACK,16
48439102900,55-59,LATINO,4
48439102900,55-59,WHITE,60
48439102900,60-64,API,2
48439102900,60-64,BLACK,24
48439102900,60-64,LATINO,8
48439102900,60-64,WHITE,66
48439102900,65-69,API,4
48439102900,65-69,BLACK,18
48439102900,65-69,LATINO,6
48439102900,65-69,WHITE,54
48439102900,70-74,API,2
48439102900,70-74,BLACK,37
48439102900,70-74,LATINO,5
48439102900,70-74,WHITE,93
48439102900,75-79,API,0
48439102900,75-79,BLACK,43
48439102900,75-79,LATINO,8
48439102900,75-79,WHITE,97
48439102900,80-84,API,2
48439102900,80-84,BLACK,37
48439102900,80-84,LATINO,6
48439102900,80-84,WHITE,93
48439103000,50-54,API,24
48439103000,50-54,BLACK,3
48439103000,50-54,LATINO,27
48439103000,50-54,WHITE,25
48439103000,55-59,API,12
48439103000,55-59,BLACK,1
48439103000,55-59,LATINO,16
48439103000,55-59,WHITE,19
48439103000,60-64,API,6
48439103000,60-64,BLACK,3
48439103000,60-64,LATINO,14
48439103000,60-64,WHITE,8
48439103000,65-69,API,16
48439103000,65-69,BLACK,5
48439103000,65-69,LATINO,13
48439103000,65-69,WHITE,15
48439103000,70-74,API,10
48439103000,70-74,BLACK,3
48439103000,70-74,LATINO,7
48439103000,70-74,WHITE,8
48439103000,75-79,API,2
48439103000,75-79,BLACK,0
48439103000,75-79,LATINO,2
48439103000,75-79,WHITE,9
48439103000,80-84,API,0
48439103000,80-84,BLACK,0
48439103000,80-84,LATINO,2
48439103000,80-84,WHITE,6
48439103100,50-54,API,2
48439103100,50-54,BLACK,21
48439103100,50-54,LATINO,6
48439103100,50-54,WHITE,39
48439103100,55-59,API,2
48439103100,55-59,BLACK,8
48439103100,55-59,LATINO,6
48439103100,55-59,WHITE,22
48439103100,60-64,API,4
48439103100,60-64,BLACK,8
48439103100,60-64,LATINO,4
48439103100,60-64,WHITE,14
48439103100,65-69,API,4
48439103100,65-69,BLACK,8
48439103100,65-69,LATINO,2
48439103100,65-69,WHITE,10
48439103100,70-74,API,0
48439103100,70-74,BLACK,9
48439103100,70-74,LATINO,4
48439103100,70-74,WHITE,7
48439103100,75-79,API,0
48439103100,75-79,BLACK,1
48439103100,75-79,LATINO,1
48439103100,75-79,WHITE,7
48439103100,80-84,API,0
48439103100,80-84,BLACK,6
48439103100,80-84,LATINO,0
48439103100,80-84,WHITE,6
48439103300,50-54,API,0
48439103300,50-54,BLACK,73
48439103300,50-54,LATINO,9
48439103300,50-54,WHITE,4
48439103300,55-59,API,0
48439103300,55-59,BLACK,47
48439103300,55-59,LATINO,9
48439103300,55-59,WHITE,0
48439103300,60-64,API,0
48439103300,60-64,BLACK,44
48439103300,60-64,LATINO,4
48439103300,60-64,WHITE,2
48439103300,65-69,API,0
48439103300,65-69,BLACK,49
48439103300,65-69,LATINO,4
48439103300,65-69,WHITE,2
48439103300,70-74,API,0
48439103300,70-74,BLACK,44
48439103300,70-74,LATINO,3
48439103300,70-74,WHITE,0
48439103300,75-79,API,0
48439103300,75-79,BLACK,45
48439103300,75-79,LATINO,1
48439103300,75-79,WHITE,0
48439103300,80-84,API,0
48439103300,80-84,BLACK,32
48439103300,80-84,LATINO,2
48439103300,80-84,WHITE,1
48439103400,50-54,API,0
48439103400,50-54,BLACK,31
48439103400,50-54,LATINO,3
48439103400,50-54,WHITE,2
48439103400,55-59,API,0
48439103400,55-59,BLACK,22
48439103400,55-59,LATINO,3
48439103400,55-59,WHITE,0
48439103400,60-64,API,2
48439103400,60-64,BLACK,34
48439103400,60-64,LATINO,3
48439103400,60-64,WHITE,1
48439103400,65-69,API,0
48439103400,65-69,BLACK,36
48439103400,65-69,LATINO,3
48439103400,65-69,WHITE,1
48439103400,70-74,API,0
48439103400,70-74,BLACK,27
48439103400,70-74,LATINO,0
48439103400,70-74,WHITE,4
48439103400,75-79,API,0
48439103400,75-79,BLACK,13
48439103400,75-79,LATINO,1
48439103400,75-79,WHITE,3
48439103400,80-84,API,0
48439103400,80-84,BLACK,18
48439103400,80-84,LATINO,1
48439103400,80-84,WHITE,5
48439103500,50-54,API,2
48439103500,50-54,BLACK,72
48439103500,50-54,LATINO,90
48439103500,50-54,WHITE,67
48439103500,55-59,API,4
48439103500,55-59,BLACK,71
48439103500,55-59,LATINO,69
48439103500,55-59,WHITE,31
48439103500,60-64,API,0
48439103500,60-64,BLACK,54
48439103500,60-64,LATINO,48
48439103500,60-64,WHITE,40
48439103500,65-69,API,2
48439103500,65-69,BLACK,35
48439103500,65-69,LATINO,31
48439103500,65-69,WHITE,37
48439103500,70-74,API,4
48439103500,70-74,BLACK,31
48439103500,70-74,LATINO,23
48439103500,70-74,WHITE,48
48439103500,75-79,API,0
48439103500,75-79,BLACK,24
48439103500,75-79,LATINO,6
48439103500,75-79,WHITE,42
48439103500,80-84,API,0
48439103500,80-84,BLACK,9
48439103500,80-84,LATINO,2
48439103500,80-84,WHITE,25
48439103601,50-54,API,0
48439103601,50-54,BLACK,77
48439103601,50-54,LATINO,6
48439103601,50-54,WHITE,6
48439103601,55-59,API,4
48439103601,55-59,BLACK,66
48439103601,55-59,LATINO,3
48439103601,55-59,WHITE,2
48439103601,60-64,API,6
48439103601,60-64,BLACK,76
48439103601,60-64,LATINO,3
48439103601,60-64,WHITE,2
48439103601,65-69,API,4
48439103601,65-69,BLACK,71
48439103601,65-69,LATINO,3
48439103601,65-69,WHITE,0
48439103601,70-74,API,0
48439103601,70-74,BLACK,82
48439103601,70-74,LATINO,2
48439103601,70-74,WHITE,2
48439103601,75-79,API,0
48439103601,75-79,BLACK,57
48439103601,75-79,LATINO,0
48439103601,75-79,WHITE,1
48439103601,80-84,API,2
48439103601,80-84,BLACK,54
48439103601,80-84,LATINO,1
48439103601,80-84,WHITE,1
48439103602,50-54,API,0
48439103602,50-54,BLACK,108
48439103602,50-54,LATINO,1
48439103602,50-54,WHITE,3
48439103602,55-59,API,0
48439103602,55-59,BLACK,61
48439103602,55-59,LATINO,1
48439103602,55-59,WHITE,0
48439103602,60-64,API,0
48439103602,60-64,BLACK,76
48439103602,60-64,LATINO,0
48439103602,60-64,WHITE,2
48439103602,65-69,API,0
48439103602,65-69,BLACK,134
48439103602,65-69,LATINO,0
48439103602,65-69,WHITE,0
48439103602,70-74,API,0
48439103602,70-74,BLACK,152
48439103602,70-74,LATINO,1
48439103602,70-74,WHITE,1
48439103602,75-79,API,0
48439103602,75-79,BLACK,97
48439103602,75-79,LATINO,2
48439103602,75-79,WHITE,1
48439103602,80-84,API,0
48439103602,80-84,BLACK,62
48439103602,80-84,LATINO,0
48439103602,80-84,WHITE,0
48439103701,50-54,API,2
48439103701,50-54,BLACK,81
48439103701,50-54,LATINO,74
48439103701,50-54,WHITE,25
48439103701,55-59,API,2
48439103701,55-59,BLACK,46
48439103701,55-59,LATINO,40
48439103701,55-59,WHITE,14
48439103701,60-64,API,4
48439103701,60-64,BLACK,56
48439103701,60-64,LATINO,35
48439103701,60-64,WHITE,20
48439103701,65-69,API,2
48439103701,65-69,BLACK,31
48439103701,65-69,LATINO,17
48439103701,65-69,WHITE,18
48439103701,70-74,API,0
48439103701,70-74,BLACK,36
48439103701,70-74,LATINO,13
48439103701,70-74,WHITE,14
48439103701,75-79,API,2
48439103701,75-79,BLACK,13
48439103701,75-79,LATINO,6
48439103701,75-79,WHITE,14
48439103701,80-84,API,0
48439103701,80-84,BLACK,10
48439103701,80-84,LATINO,1
48439103701,80-84,WHITE,10
48439103702,50-54,API,0
48439103702,50-54,BLACK,98
48439103702,50-54,LATINO,23
48439103702,50-54,WHITE,9
48439103702,55-59,API,0
48439103702,55-59,BLACK,97
48439103702,55-59,LATINO,16
48439103702,55-59,WHITE,8
48439103702,60-64,API,0
48439103702,60-64,BLACK,74
48439103702,60-64,LATINO,7
48439103702,60-64,WHITE,10
48439103702,65-69,API,0
48439103702,65-69,BLACK,61
48439103702,65-69,LATINO,4
48439103702,65-69,WHITE,5
48439103702,70-74,API,0
48439103702,70-74,BLACK,71
48439103702,70-74,LATINO,2
48439103702,70-74,WHITE,5
48439103702,75-79,API,0
48439103702,75-79,BLACK,38
48439103702,75-79,LATINO,2
48439103702,75-79,WHITE,5
48439103702,80-84,API,0
48439103702,80-84,BLACK,20
48439103702,80-84,LATINO,1
48439103702,80-84,WHITE,3
48439103800,50-54,API,12
48439103800,50-54,BLACK,110
48439103800,50-54,LATINO,10
48439103800,50-54,WHITE,6
48439103800,55-59,API,6
48439103800,55-59,BLACK,115
48439103800,55-59,LATINO,5
48439103800,55-59,WHITE,6
48439103800,60-64,API,8
48439103800,60-64,BLACK,100
48439103800,60-64,LATINO,4
48439103800,60-64,WHITE,0
48439103800,65-69,API,12
48439103800,65-69,BLACK,119
48439103800,65-69,LATINO,4
48439103800,65-69,WHITE,2
48439103800,70-74,API,4
48439103800,70-74,BLACK,124
48439103800,70-74,LATINO,5
48439103800,70-74,WHITE,2
48439103800,75-79,API,0
48439103800,75-79,BLACK,65
48439103800,75-79,LATINO,2
48439103800,75-79,WHITE,1
48439103800,80-84,API,0
48439103800,80-84,BLACK,50
48439103800,80-84,LATINO,2
48439103800,80-84,WHITE,1
48439103900,50-54,API,2
48439103900,50-54,BLACK,86
48439103900,50-54,LATINO,21
48439103900,50-54,WHITE,6
48439103900,55-59,API,0
48439103900,55-59,BLACK,66
48439103900,55-59,LATINO,8
48439103900,55-59,WHITE,4
48439103900,60-64,API,0
48439103900,60-64,BLACK,85
48439103900,60-64,LATINO,4
48439103900,60-64,WHITE,2
48439103900,65-69,API,0
48439103900,65-69,BLACK,87
48439103900,65-69,LATINO,5
48439103900,65-69,WHITE,1
48439103900,70-74,API,0
48439103900,70-74,BLACK,103
48439103900,70-74,LATINO,2
48439103900,70-74,WHITE,1
48439103900,75-79,API,0
48439103900,75-79,BLACK,65
48439103900,75-79,LATINO,4
48439103900,75-79,WHITE,0
48439103900,80-84,API,0
48439103900,80-84,BLACK,60
48439103900,80-84,LATINO,1
48439103900,80-84,WHITE,1
48439104000,50-54,API,14
48439104000,50-54,BLACK,10
48439104000,50-54,LATINO,44
48439104000,50-54,WHITE,20
48439104000,55-59,API,4
48439104000,55-59,BLACK,5
48439104000,55-59,LATINO,35
48439104000,55-59,WHITE,9
48439104000,60-64,API,4
48439104000,60-64,BLACK,6
48439104000,60-64,LATINO,22
48439104000,60-64,WHITE,10
48439104000,65-69,API,4
48439104000,65-69,BLACK,5
48439104000,65-69,LATINO,22
48439104000,65-69,WHITE,8
48439104000,70-74,API,0
48439104000,70-74,BLACK,8
48439104000,70-74,LATINO,13
48439104000,70-74,WHITE,8
48439104000,75-79,API,0
48439104000,75-79,BLACK,2
48439104000,75-79,LATINO,13
48439104000,75-79,WHITE,11
48439104000,80-84,API,2
48439104000,80-84,BLACK,3
48439104000,80-84,LATINO,2
48439104000,80-84,WHITE,4
48439104100,50-54,API,78
48439104100,50-54,BLACK,12
48439104100,50-54,LATINO,75
48439104100,50-54,WHITE,106
48439104100,55-59,API,30
48439104100,55-59,BLACK,5
48439104100,55-59,LATINO,48
48439104100,55-59,WHITE,74
48439104100,60-64,API,26
48439104100,60-64,BLACK,7
48439104100,60-64,LATINO,41
48439104100,60-64,WHITE,43
48439104100,65-69,API,20
48439104100,65-69,BLACK,3
48439104100,65-69,LATINO,27
48439104100,65-69,WHITE,31
48439104100,70-74,API,12
48439104100,70-74,BLACK,5
48439104100,70-74,LATINO,21
48439104100,70-74,WHITE,26
48439104100,75-79,API,4
48439104100,75-79,BLACK,1
48439104100,75-79,LATINO,12
48439104100,75-79,WHITE,19
48439104100,80-84,API,4
48439104100,80-84,BLACK,1
48439104100,80-84,LATINO,7
48439104100,80-84,WHITE,21
48439104201,50-54,API,6
48439104201,50-54,BLACK,1
48439104201,50-54,LATINO,7
48439104201,50-54,WHITE,242
48439104201,55-59,API,2
48439104201,55-59,BLACK,0
48439104201,55-59,LATINO,2
48439104201,55-59,WHITE,158
48439104201,60-64,API,0
48439104201,60-64,BLACK,1
48439104201,60-64,LATINO,6
48439104201,60-64,WHITE,112
48439104201,65-69,API,4
48439104201,65-69,BLACK,1
48439104201,65-69,LATINO,4
48439104201,65-69,WHITE,99
48439104201,70-74,API,0
48439104201,70-74,BLACK,0
48439104201,70-74,LATINO,2
48439104201,70-74,WHITE,87
48439104201,75-79,API,0
48439104201,75-79,BLACK,0
48439104201,75-79,LATINO,1
48439104201,75-79,WHITE,70
48439104201,80-84,API,0
48439104201,80-84,BLACK,0
48439104201,80-84,LATINO,0
48439104201,80-84,WHITE,47
48439104202,50-54,API,6
48439104202,50-54,BLACK,4
48439104202,50-54,LATINO,14
48439104202,50-54,WHITE,185
48439104202,55-59,API,4
48439104202,55-59,BLACK,0
48439104202,55-59,LATINO,2
48439104202,55-59,WHITE,132
48439104202,60-64,API,2
48439104202,60-64,BLACK,0
48439104202,60-64,LATINO,3
48439104202,60-64,WHITE,102
48439104202,65-69,API,2
48439104202,65-69,BLACK,0
48439104202,65-69,LATINO,7
48439104202,65-69,WHITE,77
48439104202,70-74,API,0
48439104202,70-74,BLACK,0
48439104202,70-74,LATINO,9
48439104202,70-74,WHITE,102
48439104202,75-79,API,0
48439104202,75-79,BLACK,0
48439104202,75-79,LATINO,7
48439104202,75-79,WHITE,123
48439104202,80-84,API,0
48439104202,80-84,BLACK,0
48439104202,80-84,LATINO,2
48439104202,80-84,WHITE,90
48439104300,50-54,API,10
48439104300,50-54,BLACK,8
48439104300,50-54,LATINO,35
48439104300,50-54,WHITE,243
48439104300,55-59,API,2
48439104300,55-59,BLACK,3
48439104300,55-59,LATINO,17
48439104300,55-59,WHITE,154
48439104300,60-64,API,4
48439104300,60-64,BLACK,0
48439104300,60-64,LATINO,28
48439104300,60-64,WHITE,100
48439104300,65-69,API,2
48439104300,65-69,BLACK,1
48439104300,65-69,LATINO,14
48439104300,65-69,WHITE,89
48439104300,70-74,API,0
48439104300,70-74,BLACK,1
48439104300,70-74,LATINO,13
48439104300,70-74,WHITE,73
48439104300,75-79,API,0
48439104300,75-79,BLACK,0
48439104300,75-79,LATINO,14
48439104300,75-79,WHITE,81
48439104300,80-84,API,2
48439104300,80-84,BLACK,0
48439104300,80-84,LATINO,8
48439104300,80-84,WHITE,65
48439104400,50-54,API,16
48439104400,50-54,BLACK,2
48439104400,50-54,LATINO,113
48439104400,50-54,WHITE,171
48439104400,55-59,API,14
48439104400,55-59,BLACK,4
48439104400,55-59,LATINO,87
48439104400,55-59,WHITE,126
48439104400,60-64,API,12
48439104400,60-64,BLACK,1
48439104400,60-64,LATINO,49
48439104400,60-64,WHITE,92
48439104400,65-69,API,8
48439104400,65-69,BLACK,3
48439104400,65-69,LATINO,30
48439104400,65-69,WHITE,76
48439104400,70-74,API,0
48439104400,70-74,BLACK,1
48439104400,70-74,LATINO,36
48439104400,70-74,WHITE,84
48439104400,75-79,API,4
48439104400,75-79,BLACK,0
48439104400,75-79,LATINO,15
48439104400,75-79,WHITE,64
48439104400,80-84,API,0
48439104400,80-84,BLACK,0
48439104400,80-84,LATINO,10
48439104400,80-84,WHITE,52
48439104502,50-54,API,2
48439104502,50-54,BLACK,43
48439104502,50-54,LATINO,69
48439104502,50-54,WHITE,21
48439104502,55-59,API,0
48439104502,55-59,BLACK,37
48439104502,55-59,LATINO,41
48439104502,55-59,WHITE,12
48439104502,60-64,API,4
48439104502,60-64,BLACK,38
48439104502,60-64,LATINO,43
48439104502,60-64,WHITE,23
48439104502,65-69,API,2
48439104502,65-69,BLACK,41
48439104502,65-69,LATINO,21
48439104502,65-69,WHITE,6
48439104502,70-74,API,4
48439104502,70-74,BLACK,19
48439104502,70-74,LATINO,29
48439104502,70-74,WHITE,11
48439104502,75-79,API,0
48439104502,75-79,BLACK,37
48439104502,75-79,LATINO,11
48439104502,75-79,WHITE,9
48439104502,80-84,API,0
48439104502,80-84,BLACK,11
48439104502,80-84,LATINO,8
48439104502,80-84,WHITE,8
48439104503,50-54,API,6
48439104503,50-54,BLACK,0
48439104503,50-54,LATINO,107
48439104503,50-54,WHITE,15
48439104503,55-59,API,0
48439104503,55-59,BLACK,0
48439104503,55-59,LATINO,80
48439104503,55-59,WHITE,10
48439104503,60-64,API,0
48439104503,60-64,BLACK,1
48439104503,60-64,LATINO,75
48439104503,60-64,WHITE,7
48439104503,65-69,API,0
48439104503,65-69,BLACK,0
48439104503,65-69,LATINO,81
48439104503,65-69,WHITE,7
48439104503,70-74,API,0
48439104503,70-74,BLACK,0
48439104503,70-74,LATINO,63
48439104503,70-74,WHITE,9
48439104503,75-79,API,0
48439104503,75-79,BLACK,0
48439104503,75-79,LATINO,51
48439104503,75-79,WHITE,5
48439104503,80-84,API,0
48439104503,80-84,BLACK,0
48439104503,80-84,LATINO,26
48439104503,80-84,WHITE,6
48439104504,50-54,API,18
48439104504,50-54,BLACK,12
48439104504,50-54,LATINO,73
48439104504,50-54,WHITE,30
48439104504,55-59,API,8
48439104504,55-59,BLACK,10
48439104504,55-59,LATINO,61
48439104504,55-59,WHITE,43
48439104504,60-64,API,6
48439104504,60-64,BLACK,4
48439104504,60-64,LATINO,41
48439104504,60-64,WHITE,38
48439104504,65-69,API,0
48439104504,65-69,BLACK,6
48439104504,65-69,LATINO,24
48439104504,65-69,WHITE,45
48439104504,70-74,API,2
48439104504,70-74,BLACK,4
48439104504,70-74,LATINO,14
48439104504,70-74,WHITE,32
48439104504,75-79,API,2
48439104504,75-79,BLACK,2
48439104504,75-79,LATINO,12
48439104504,75-79,WHITE,36
48439104504,80-84,API,0
48439104504,80-84,BLACK,1
48439104504,80-84,LATINO,7
48439104504,80-84,WHITE,28
48439104505,50-54,API,2
48439104505,50-54,BLACK,120
48439104505,50-54,LATINO,2
48439104505,50-54,WHITE,0
48439104505,55-59,API,0
48439104505,55-59,BLACK,162
48439104505,55-59,LATINO,6
48439104505,55-59,WHITE,1
48439104505,60-64,API,2
48439104505,60-64,BLACK,146
48439104505,60-64,LATINO,0
48439104505,60-64,WHITE,4
48439104505,65-69,API,2
48439104505,65-69,BLACK,191
48439104505,65-69,LATINO,3
48439104505,65-69,WHITE,0
48439104505,70-74,API,4
48439104505,70-74,BLACK,160
48439104505,70-74,LATINO,6
48439104505,70-74,WHITE,0
48439104505,75-79,API,0
48439104505,75-79,BLACK,126
48439104505,75-79,LATINO,1
48439104505,75-79,WHITE,1
48439104505,80-84,API,0
48439104505,80-84,BLACK,75
48439104505,80-84,LATINO,0
48439104505,80-84,WHITE,0
48439104601,50-54,API,6
48439104601,50-54,BLACK,145
48439104601,50-54,LATINO,30
48439104601,50-54,WHITE,13
48439104601,55-59,API,0
48439104601,55-59,BLACK,106
48439104601,55-59,LATINO,10
48439104601,55-59,WHITE,11
48439104601,60-64,API,0
48439104601,60-64,BLACK,110
48439104601,60-64,LATINO,19
48439104601,60-64,WHITE,5
48439104601,65-69,API,0
48439104601,65-69,BLACK,78
48439104601,65-69,LATINO,4
48439104601,65-69,WHITE,8
48439104601,70-74,API,0
48439104601,70-74,BLACK,82
48439104601,70-74,LATINO,8
48439104601,70-74,WHITE,10
48439104601,75-79,API,0
48439104601,75-79,BLACK,34
48439104601,75-79,LATINO,2
48439104601,75-79,WHITE,18
48439104601,80-84,API,0
48439104601,80-84,BLACK,13
48439104601,80-84,LATINO,2
48439104601,80-84,WHITE,9
48439104602,50-54,API,0
48439104602,50-54,BLACK,121
48439104602,50-54,LATINO,44
48439104602,50-54,WHITE,48
48439104602,55-59,API,0
48439104602,55-59,BLACK,79
48439104602,55-59,LATINO,34
48439104602,55-59,WHITE,42
48439104602,60-64,API,0
48439104602,60-64,BLACK,52
48439104602,60-64,LATINO,23
48439104602,60-64,WHITE,30
48439104602,65-69,API,0
48439104602,65-69,BLACK,52
48439104602,65-69,LATINO,17
48439104602,65-69,WHITE,28
48439104602,70-74,API,0
48439104602,70-74,BLACK,24
48439104602,70-74,LATINO,12
48439104602,70-74,WHITE,52
48439104602,75-79,API,0
48439104602,75-79,BLACK,19
48439104602,75-79,LATINO,6
48439104602,75-79,WHITE,30
48439104602,80-84,API,0
48439104602,80-84,BLACK,8
48439104602,80-84,LATINO,4
48439104602,80-84,WHITE,28
48439104603,50-54,API,0
48439104603,50-54,BLACK,40
48439104603,50-54,LATINO,36
48439104603,50-54,WHITE,44
48439104603,55-59,API,0
48439104603,55-59,BLACK,19
48439104603,55-59,LATINO,38
48439104603,55-59,WHITE,48
48439104603,60-64,API,0
48439104603,60-64,BLACK,22
48439104603,60-64,LATINO,32
48439104603,60-64,WHITE,40
48439104603,65-69,API,4
48439104603,65-69,BLACK,16
48439104603,65-69,LATINO,17
48439104603,65-69,WHITE,49
48439104603,70-74,API,0
48439104603,70-74,BLACK,10
48439104603,70-74,LATINO,5
48439104603,70-74,WHITE,59
48439104603,75-79,API,0
48439104603,75-79,BLACK,8
48439104603,75-79,LATINO,0
48439104603,75-79,WHITE,56
48439104603,80-84,API,0
48439104603,80-84,BLACK,1
48439104603,80-84,LATINO,7
48439104603,80-84,WHITE,18
48439104604,50-54,API,6
48439104604,50-54,BLACK,92
48439104604,50-54,LATINO,15
48439104604,50-54,WHITE,13
48439104604,55-59,API,2
48439104604,55-59,BLACK,95
48439104604,55-59,LATINO,14
48439104604,55-59,WHITE,10
48439104604,60-64,API,0
48439104604,60-64,BLACK,63
48439104604,60-64,LATINO,3
48439104604,60-64,WHITE,6
48439104604,65-69,API,0
48439104604,65-69,BLACK,64
48439104604,65-69,LATINO,6
48439104604,65-69,WHITE,6
48439104604,70-74,API,4
48439104604,70-74,BLACK,50
48439104604,70-74,LATINO,5
48439104604,70-74,WHITE,8
48439104604,75-79,API,0
48439104604,75-79,BLACK,20
48439104604,75-79,LATINO,3
48439104604,75-79,WHITE,4
48439104604,80-84,API,0
48439104604,80-84,BLACK,17
48439104604,80-84,LATINO,0
48439104604,80-84,WHITE,2
48439104605,50-54,API,4
48439104605,50-54,BLACK,201
48439104605,50-54,LATINO,13
48439104605,50-54,WHITE,28
48439104605,55-59,API,2
48439104605,55-59,BLACK,206
48439104605,55-59,LATINO,10
48439104605,55-59,WHITE,22
48439104605,60-64,API,2
48439104605,60-64,BLACK,164
48439104605,60-64,LATINO,8
48439104605,60-64,WHITE,20
48439104605,65-69,API,0
48439104605,65-69,BLACK,157
48439104605,65-69,LATINO,10
48439104605,65-69,WHITE,24
48439104605,70-74,API,0
48439104605,70-74,BLACK,101
48439104605,70-74,LATINO,6
48439104605,70-74,WHITE,32
48439104605,75-79,API,0
48439104605,75-79,BLACK,78
48439104605,75-79,LATINO,0
48439104605,75-79,WHITE,41
48439104605,80-84,API,0
48439104605,80-84,BLACK,41
48439104605,80-84,LATINO,2
48439104605,80-84,WHITE,39
48439104700,50-54,API,20
48439104700,50-54,BLACK,4
48439104700,50-54,LATINO,188
48439104700,50-54,WHITE,86
48439104700,55-59,API,6
48439104700,55-59,BLACK,1
48439104700,55-59,LATINO,111
48439104700,55-59,WHITE,71
48439104700,60-64,API,10
48439104700,60-64,BLACK,2
48439104700,60-64,LATINO,94
48439104700,60-64,WHITE,73
48439104700,65-69,API,6
48439104700,65-69,BLACK,0
48439104700,65-69,LATINO,51
48439104700,65-69,WHITE,52
48439104700,70-74,API,4
48439104700,70-74,BLACK,0
48439104700,70-74,LATINO,49
48439104700,70-74,WHITE,81
48439104700,75-79,API,0
48439104700,75-79,BLACK,0
48439104700,75-79,LATINO,20
48439104700,75-79,WHITE,67
48439104700,80-84,API,0
48439104700,80-84,BLACK,0
48439104700,80-84,LATINO,15
48439104700,80-84,WHITE,55
48439104801,50-54,API,20
48439104801,50-54,BLACK,8
48439104801,50-54,LATINO,133
48439104801,50-54,WHITE,115
48439104801,55-59,API,18
48439104801,55-59,BLACK,3
48439104801,55-59,LATINO,101
48439104801,55-59,WHITE,69
48439104801,60-64,API,14
48439104801,60-64,BLACK,0
48439104801,60-64,LATINO,59
48439104801,60-64,WHITE,79
48439104801,65-69,API,4
48439104801,65-69,BLACK,1
48439104801,65-69,LATINO,42
48439104801,65-69,WHITE,60
48439104801,70-74,API,6
48439104801,70-74,BLACK,2
48439104801,70-74,LATINO,42
48439104801,70-74,WHITE,92
48439104801,75-79,API,0
48439104801,75-79,BLACK,0
48439104801,75-79,LATINO,28
48439104801,75-79,WHITE,85
48439104801,80-84,API,0
48439104801,80-84,BLACK,0
48439104801,80-84,LATINO,9
48439104801,80-84,WHITE,76
48439104802,50-54,API,6
48439104802,50-54,BLACK,9
48439104802,50-54,LATINO,85
48439104802,50-54,WHITE,120
48439104802,55-59,API,8
48439104802,55-59,BLACK,6
48439104802,55-59,LATINO,53
48439104802,55-59,WHITE,75
48439104802,60-64,API,4
48439104802,60-64,BLACK,4
48439104802,60-64,LATINO,30
48439104802,60-64,WHITE,67
48439104802,65-69,API,2
48439104802,65-69,BLACK,3
48439104802,65-69,LATINO,17
48439104802,65-69,WHITE,65
48439104802,70-74,API,4
48439104802,70-74,BLACK,2
48439104802,70-74,LATINO,16
48439104802,70-74,WHITE,74
48439104802,75-79,API,4
48439104802,75-79,BLACK,3
48439104802,75-79,LATINO,13
48439104802,75-79,WHITE,69
48439104802,80-84,API,0
48439104802,80-84,BLACK,2
48439104802,80-84,LATINO,8
48439104802,80-84,WHITE,43
48439104900,50-54,API,16
48439104900,50-54,BLACK,4
48439104900,50-54,LATINO,26
48439104900,50-54,WHITE,85
48439104900,55-59,API,14
48439104900,55-59,BLACK,8
48439104900,55-59,LATINO,9
48439104900,55-59,WHITE,88
48439104900,60-64,API,12
48439104900,60-64,BLACK,3
48439104900,60-64,LATINO,9
48439104900,60-64,WHITE,62
48439104900,65-69,API,12
48439104900,65-69,BLACK,1
48439104900,65-69,LATINO,4
48439104900,65-69,WHITE,66
48439104900,70-74,API,4
48439104900,70-74,BLACK,2
48439104900,70-74,LATINO,5
48439104900,70-74,WHITE,86
48439104900,75-79,API,2
48439104900,75-79,BLACK,5
48439104900,75-79,LATINO,3
48439104900,75-79,WHITE,60
48439104900,80-84,API,0
48439104900,80-84,BLACK,1
48439104900,80-84,LATINO,1
48439104900,80-84,WHITE,40
48439105001,50-54,API,2
48439105001,50-54,BLACK,8
48439105001,50-54,LATINO,149
48439105001,50-54,WHITE,65
48439105001,55-59,API,0
48439105001,55-59,BLACK,5
48439105001,55-59,LATINO,110
48439105001,55-59,WHITE,58
48439105001,60-64,API,4
48439105001,60-64,BLACK,3
48439105001,60-64,LATINO,73
48439105001,60-64,WHITE,61
48439105001,65-69,API,6
48439105001,65-69,BLACK,2
48439105001,65-69,LATINO,73
48439105001,65-69,WHITE,80
48439105001,70-74,API,0
48439105001,70-74,BLACK,1
48439105001,70-74,LATINO,52
48439105001,70-74,WHITE,111
48439105001,75-79,API,0
48439105001,75-79,BLACK,0
48439105001,75-79,LATINO,18
48439105001,75-79,WHITE,77
48439105001,80-84,API,0
48439105001,80-84,BLACK,0
48439105001,80-84,LATINO,5
48439105001,80-84,WHITE,33
48439105005,50-54,API,22
48439105005,50-54,BLACK,16
48439105005,50-54,LATINO,23
48439105005,50-54,WHITE,192
48439105005,55-59,API,8
48439105005,55-59,BLACK,3
48439105005,55-59,LATINO,9
48439105005,55-59,WHITE,135
48439105005,60-64,API,2
48439105005,60-64,BLACK,0
48439105005,60-64,LATINO,4
48439105005,60-64,WHITE,56
48439105005,65-69,API,14
